phenotype name,Synonyms,hpo_id,database_cross_reference
Crimped helix,"Helix, crimped|Indented helix",HP:0011262,UMLS:C4021178
Chorioretinal atrophy,Chorioretinal thinning,HP:0000533,UMLS:C4048273|SNOMEDCT_US:95686007
Generalized ichthyosis,Generalised ichthyosis,HP:0007503,UMLS:C3552528
Nocturnal lagophthalmos,Inability to close the eyelids at night|Eyelids stay open at night,HP:0030002,UMLS:C1563118|SNOMEDCT_US:417740005
Inverted nipples,Inverted nipples|Invaginated nipples,HP:0003186,UMLS:C0269269|SNOMEDCT_US:82231009
Osteolytic defects of the proximal phalanx of the 5th toe,,HP:0100457,UMLS:C4022070
Tenesmus,,HP:0012702,UMLS:C0232726|SNOMEDCT_US:267053000|SNOMEDCT_US:6548007
Aplasia of the uterus,uterus absent|Absent uterus,HP:0000151,UMLS:C0425913|SNOMEDCT_US:248942000
Abnormal ossification of the trapezium,,HP:0045001,UMLS:C4022409
Malignant hyperthermia,Malignant hyperthermia with anesthesia|Malignant hyperthermia with anaesthesia,HP:0002047,UMLS:C0024591|SNOMEDCT_US:405501007|MSH:D008305|SNOMEDCT_US:213026003
Cortical diaphyseal thickening of the upper limbs,,HP:0003859,UMLS:C4025548
Hereditary nonpolyposis colorectal carcinoma,,HP:0006716,UMLS:C4024989
Increased CSF lactate,Hyperlactatorachia|Increased CSF lactic acid|Increased cerebrospinal fluid lactate,HP:0002490,UMLS:C1167918
Enchondroma,,HP:0030038,SNOMEDCT_US:423699002|UMLS:C1704356|MSH:D002812|SNOMEDCT_US:31186001
Lumbar scoliosis,,HP:0004626,UMLS:C2748518
Adrenocorticotropin deficient adrenal insufficiency,ACTH deficient adrenal insufficiency,HP:0011735,UMLS:C4023211
Abnormal circulating isoleucine concentration,,HP:0010912,UMLS:C4023658
Cerumen abnormality,,HP:0030787,UMLS:C4280769
Forceps delivery,Forceps delivery,HP:0011411,UMLS:C0341808
Absent inner eyelashes,Absent inner eyelashes,HP:0007708,UMLS:C4024812
Absent epiphysis of the distal phalanx of the 4th toe,Absent end part of the outermost bone of the 4th toe,HP:0100169,UMLS:C4022252
Carpal osteolysis,Carpal bone osteolysis,HP:0001495,UMLS:C1833734
Tongue pain,Painful tongue,HP:0030811,UMLS:C0017672|SNOMEDCT_US:30731004|MSH:D005926
Neoplasm of the respiratory system,Respiratory system tumour|Respiratory system tumor,HP:0100606,SNOMEDCT_US:126667002|NCIT:C3262|SNOMEDCT_US:448708002|UMLS:C0035244|MSH:D012142
Aplastic/hypoplastic lacrimal glands,Absent/underdeveloped lacrimal glands|Absent/underdeveloped tear glands,HP:0008038,UMLS:C1835602
Cone-shaped distal radial epiphysis,Chevron-shaped distal radial epiphysis,HP:0004000,UMLS:C4025457
Triangular epiphyses of the middle phalanges of the hand,Triangular end part of the middle hand bones,HP:0010267,UMLS:C4023934
Fragmentation of the epiphysis of the proximal phalanx of the 5th finger,Fragmentation of end part of the innermost bone of the little finger|Fragmentation of end part of the innermost bone of the pinky finger|Fragmentation of end part of the innermost bone of the pinkie finger,HP:0009202,UMLS:C4024538
Multiple joint contractures,,HP:0002828,SNOMEDCT_US:202264009|SNOMEDCT_US:19393004|UMLS:C0158118
Malrotation of colon,,HP:0004785,SNOMEDCT_US:6477005|UMLS:C0266196
Decreased proportion of memory B cells,,HP:0030374,UMLS:C4072913
"Symmetrical, oval parietal bone defects","Symmetrical, oval defects in the parietal bone",HP:0002695,UMLS:C1865045
Bracket epiphysis of the proximal phalanx of the thumb,Bracket shaped end part of thumb innermost long bone,HP:0009665,UMLS:C4024252
Absent epiphysis of the proximal phalanx of the 5th toe,Absent end part of the innermost bone of the little toe|Absent end part of the innermost bone of the pinky toe|Absent end part of the innermost bone of the pinkie toe,HP:0100224,UMLS:C4022197
Osteolytic defects of the phalanges of the hallux,,HP:0010062,UMLS:C4024078
Heparin-induced thrombocytopenia,,HP:0011874,SNOMEDCT_US:73397007|UMLS:C0272285
Pilocytic astrocytoma,,HP:0033680,NCIT:C4047
Retroperitoneal fibrosis,,HP:0005200,MSH:D012185|UMLS:C0035357|SNOMEDCT_US:49120005
Absent gallbladder,Aplasia of the gallbladder|Absent gallbladder|Agenesis of the gallbladder,HP:0011467,SNOMEDCT_US:86507001|MSH:C562564|UMLS:C0266251
Abnormality of the Achilles tendon,Abnormality of the calcaneal tendon|Abnormality of the Achilles tendon,HP:0005109,UMLS:C4021642
Generalized arterial tortuosity,"Generalised twisted arteries|Generalised arterial tortuosity|Generalized twisted arteries|Arterial tortuosity, general|Arterial tortuosity, generalized|Arterial tortuosity, generalised",HP:0004955,UMLS:C1836651|UMLS:C3279191
Aplasia/Hypoplasia of the distal phalanges of the hand,Hypoplastic/aplastic distal phalanx|Aplasia/Hypoplasia of the distal phalanges|Hypoplastic/aplastic distal phalanges|Hypoplastic to absent terminal phalanges|Absent/hypoplastic distal phalanges|Absent/small outermost finger bone of the hand|Aplastic/hypoplastic distal phalanges|Absent/underdeveloped outermost finger bone of the hand|Small or absent distal phalanges,HP:0009835,UMLS:C1861336
Abnormal sperm mid-piece morphology,Sperm mid-piece anomaly,HP:0012867,UMLS:C4022700
Fragmentation of the epiphyses of the phalanges of the hand,Fragmentation of end part of finger bones|Fragmentation of the epiphyses of the fingers,HP:0010232,UMLS:C4021308
Coarse facial features,Coarse facial features|Coarse face|Coarse facial appearance|Coarse facies|Thickened facial skin with coarse facial features|Rounded and heavy facial features,HP:0000280,UMLS:C1845847|UMLS:C4072825
Subependymal cysts,,HP:0002416,UMLS:C1833431
Congenital hypoparathyroidism,Neonatal hypoparathyroidism,HP:0008198,UMLS:C1455734
Progressive psychomotor deterioration,Progressive mental and motor deterioration,HP:0007272,UMLS:C1856565
Unilateral conductive hearing impairment,,HP:0040119,UMLS:C4022428
Long ulna,Disproportionately long ulnae,HP:0003988,UMLS:C1848108
Iodine contrast allergy,,HP:0012394,UMLS:C4022917
Recurrent subcortical infarcts,,HP:0007236,UMLS:C4024918
Protrusio acetabuli,Abnormally indented hip sockets|Protrusio acetabulae,HP:0003179,UMLS:C0409495|SNOMEDCT_US:59606006
Cardiac valve calcification,Calcifications of the cardiac valves,HP:0005146,UMLS:C1856483
Aplasia/Hypoplasia of the macula,Absent/underdeveloped macula,HP:0008059,UMLS:C4024742
Decreased circulating ACTH level,,HP:0002920,UMLS:C4025669
Absent epiphyses of the proximal phalanges of the hand,Absent end part of the innermost hand bones,HP:0010268,UMLS:C4023933
Hypoplasia of latissimus dorsi muscle,,HP:0009026,UMLS:C3805860
Abnormal tendon morphology,Abnormality of the sinew|Abnormal shape of tendon,HP:0100261,UMLS:C4021026
High maternal serum alpha-fetoprotein,,HP:0011432,UMLS:C4023361
Freckling,Freckling,HP:0001480,UMLS:C0016689|MSH:D008548|SNOMEDCT_US:403536009|SNOMEDCT_US:699225003
Premature separation of centromeric heterochromatin,,HP:0003616,UMLS:C1849316
Irregular epiphyses of the 4th finger,Irregular end part of the ring finger bones,HP:0009398,UMLS:C4024392
Congenital portosystemic venous shunt,,HP:0012022,UMLS:C0344688|SNOMEDCT_US:253330006|MSH:C562830
Recurrent bacterial skin infections,Recurrent episodes of impetigo|Recurrent pyogenic skin infections|Recurrent bacterial skin infections|Recurrent cutaneous pyogenic infections|Recurrent episodes of infectious dermatitis,HP:0005406,UMLS:C1835686
4-5 finger syndactyly,Webbed 4th-5th finger,HP:0010705,UMLS:C4023731
Agenesis of incisor,Failure of development of incisor|Missing incisors|Missing front tooth|Absence of front tooth|Absence of incisors,HP:0006485,UMLS:C4020815|UMLS:C4083290|UMLS:C4020816
Displacement of the urethral meatus,Displacement of the male external urethral orifice|Displacement of the external urethral orifice,HP:0100627,UMLS:C4020961
Abnormal von Willebrand factor multimer distribution,,HP:0030131,UMLS:C4022617
Megalocornea,Anterior megalophthalmos|Enlarged cornea|Increased corneal diameter|Macrocornea,HP:0000485,UMLS:C1167712|MSH:C562829|SNOMEDCT_US:204118005|UMLS:C0344530|SNOMEDCT_US:268158009
EEG with continuous slow activity,,HP:0011204,UMLS:C4023470
Broad distal phalanx of the 3rd finger,Broad outermost bone of middle finger,HP:0009422,UMLS:C4024373
Severe B lymphocytopenia,Absent B cells|Absence of B cells,HP:0005365,UMLS:C4020824|UMLS:C1863715
Abnormal ciliary body morphology,Abnormality of the ciliary body,HP:0012776,UMLS:C4022726
Broad phalanges of the 2nd finger,Wide/broad index finger phalanges|Wide index finger bones,HP:0009547,UMLS:C4021444
Diffuse peripheral demyelination,,HP:0006881,UMLS:C4024971
Posterior rib cupping,Anterior and posterior rib cupping,HP:0000922,UMLS:C1837483
Contracture of the distal interphalangeal joint of the 3rd toe,,HP:0100353,UMLS:C4022132
Deposits immunoreactive to beta-amyloid protein,,HP:0003791,UMLS:C1853934
Abnormal urine citrate concentration,Abnormal urine citrate concentration|Abnormal urine citric acid concentration,HP:0012404,UMLS:C4022913
Antimitochondrial antibody positivity,Serum antimitochrondrial antibodies,HP:0030167,UMLS:C4021051
Hypertrophy of the urinary bladder,Hypertrophic urinary bladder,HP:0008635,UMLS:C4021531
Laterality,,HP:0012831,UMLS:C0332304|SNOMEDCT_US:272741003
Impaired oxidative burst,Negative NBT reduction test|Negative nitroblue tetrazolium reduction test,HP:0003203,UMLS:C4280805
Short proximal phalanx of the 2nd toe,Short innermost 2nd toe bone|Hypoplastic/small proximal phalanx of the 2nd toe|Short proximal phalanx of the second toe,HP:0010437,UMLS:C4021265
Polycystic kidney dysplasia,Polycystic kidneys|Enlarged polycystic kidneys|Polycystic kidney disease,HP:0000113,UMLS:C1567435|UMLS:C0022680|SNOMEDCT_US:82525005|Fyler:4508|MSH:D007690
Talipes calcaneovalgus,Pes calcaneovarus,HP:0001884,UMLS:C0152237|SNOMEDCT_US:205083002|MSH:D005413|SNOMEDCT_US:31668003
Coarse hair,Rough hair texture|Coarse hair texture|Coarse hair,HP:0002208,SNOMEDCT_US:48610005|UMLS:C4072834|UMLS:C0277959
Intermittent hyperpnea at rest,,HP:0005941,UMLS:C4025098
Osteolysis involving bones of the feet,,HP:0009134,UMLS:C4024579
Abnormal placental membrane morphology,Abnormality of placental membranes,HP:0011409,UMLS:C4023369
Motheaten muscle fibers,Motheaten muscle fibres,HP:0100298,UMLS:C4022160
Shoulder girdle muscle weakness,"Weak shoulder muscles|Muscle weakness, shoulder-girdle|Shoulder weakness|Shoulder girdle weakness",HP:0003547,UMLS:C0427063|UMLS:C0748691|SNOMEDCT_US:249940002
Single lineage myelodysplasia,,HP:0012150,UMLS:C4023019
Impaired ocular abduction,,HP:0000634,UMLS:C1846462
Hemiatrophy of upper limb,Asymmetric upper limb shortening|Hemihypotrophy of upper limb,HP:0100558,SNOMEDCT_US:253921005|UMLS:C0431814
Stage 1 chronic kidney disease,,HP:0012623,UMLS:C2316401|SNOMEDCT_US:431855005
Midface retrusion,"Small midface|Midface deficiency|Underdevelopment of midface|Midface hypoplasia|Midface retrusion|Flat midface|Midface, flat|Retrusive midface|Hypoplasia of midface|Decreased size of midface|Decreased projection of midface|Hypotrophic midface",HP:0011800,UMLS:C2673410|UMLS:C4280321|UMLS:C4280320|UMLS:C1853242
Hypotonia,Low or weak muscle tone|Muscle hypotonia|Muscular hypotonia|Low muscle tone|Peripheral hypotonia|Central hypotonia,HP:0001252,SNOMEDCT_US:398151007|MSH:D009123|UMLS:C0026827|SNOMEDCT_US:398152000
Intermediate atrioventricular canal defect,Intermediate atrioventricular septal defect,HP:0011576,Fyler:1121|UMLS:C4023291
Pancreatic hyperplasia,,HP:0006277,UMLS:C1851733
Premature epimetaphyseal fusion in foot,,HP:0012563,UMLS:C4022843
"Absence of CD4-positive, CD25-positive regulatory T cells",Absence of CD4+CD25+ T regulatory cells|Absence of CD4+CD25+ Tregs,HP:0030336,UMLS:C4021039
Broad femoral head,Wide head of thigh bone,HP:0008804,UMLS:C4024619
Polyphagia,Voracious appetite|Hyperphagia|Increased appetite,HP:0002591,SNOMEDCT_US:267023007|UMLS:C0020505|MSH:D006963|SNOMEDCT_US:58424009|UMLS:C0232461|SNOMEDCT_US:72405004
Amniotic Sheet,Amniotic shelf,HP:0030763,UMLS:C4280779
Bradypnea,,HP:0046507,SNOMED_CT:86684002
Epiphyseal stippling of the first metacarpal,Stippling of the epiphysis of the 1st metacarpal|Speckled calcifications in the end part of the first long bone of hand,HP:0010024,UMLS:C4021345
Axillary and groin hyperpigmentation and hypopigmentation,,HP:0007471,UMLS:C4024866
Delayed talus ossification,,HP:0011836,UMLS:C4023168
Punctate corneal dystrophy,,HP:0007809,UMLS:C4024796
Abnormality of folate metabolism,,HP:0012335,UMLS:C4022951
Abnormality of the pancreatic islet cells,,HP:0006476,UMLS:C4025043
Furrowed tongue,Grooved tongue|Plicated tongue|Lingual furrow|Lingue plicata|Scrotal tongue|Fissured tongue|Prominent tongue grooves,HP:0000221,SNOMEDCT_US:52368004|MSH:D014063|UMLS:C0040412
Arthrogryposis multiplex congenita,"Arthrogryposis multiplex|Arthrogryposis, congenital|Multiple congenital contractures|Arthrogryposis",HP:0002804,SNOMEDCT_US:111246005|UMLS:C0003886|SNOMEDCT_US:77016009|MSH:D001176
Increased mitochondrial number,,HP:0040014,UMLS:C4022492
Aphalangy of the hands,,HP:0005886,UMLS:C4025114
Irregular capital femoral epiphysis,Irregular end part of innermost thighbone|Irregular proximal femoral epiphyses|Irregular capital femoral epiphyses,HP:0005041,UMLS:C4020825
Bracket epiphyses of the phalanges of the hand,Bracket shaped end part of finger bones|Bracket epiphyses of the fingers,HP:0010229,UMLS:C4021309
Cerebral white matter atrophy,,HP:0012762,UMLS:C4022735
Abnormality of the musculature of the hand,Abnormal hand muscles,HP:0001421,UMLS:C4025786
Dermal atrophy,Skin atrophy|Skin degeneration|Atrophic skin,HP:0004334,SNOMEDCT_US:400190005|UMLS:C0151514|MEDDRA:10040799|SNOMEDCT_US:399979006
Fragmentation of the epiphysis of the distal phalanx of the 3rd finger,Fragmentation of end part of the outermost bone of the middle finger,HP:0009339,UMLS:C4024428
Double orifice mitral valve,,HP:0011568,SNOMEDCT_US:253402005|UMLS:C0344770
Pyrimidine-responsive megaloblastic anemia,Anaemia corrected by uridylic acid and cytidylic acid|Pyrimidine-responsive megaloblastic anaemia|Anemia corrected by uridylic acid and cytidylic acid,HP:0003339,UMLS:C4021731
Short lower limbs,Short legs|Short lower limbs,HP:0006385,SNOMEDCT_US:249786007|UMLS:C0426901
Prominent nasal bridge,Prominent bridge of nose|Prominent nasal bridge|Elevated nasal bridge|High nasal bridge|Prominent nasal root|Protruding bridge of nose|Protruding nasal bridge|Convex bridge of nose|Convex nasal bridge,HP:0000426,UMLS:C4230640|UMLS:C1854113
Abulia,Aboulia,HP:0012671,UMLS:C0919974
Absent natural killer cells,Absent NK cells,HP:0040219,UMLS:C4073163
Calcification of the interosseus membrane of the forearm,,HP:0030267,UMLS:C4022549
Reduced protein S activity,Protein S deficiency,HP:0004855,UMLS:C0242666|MSH:D018455|UMLS:C4025284|SNOMEDCT_US:1563006
Cardiomegaly,Increased heart size|Enlarged heart,HP:0001640,MSH:D006332|UMLS:C0018800|SNOMEDCT_US:8186001
Thin clavicles,Thin collarbone,HP:0006645,SNOMEDCT_US:298764003|UMLS:C0575535
Duodenal ulcer,,HP:0002588,UMLS:C0013295|MEDDRA:10013836|SNOMEDCT_US:367474008|SNOMEDCT_US:51868009|MSH:D004381
Absent epiphysis of the distal phalanx of the thumb,Absent end part of thumb outermost long bone,HP:0009675,UMLS:C4024242
Abnormal anterior chamber morphology,Anterior chamber anomalies|Ocular anterior chamber abnormality|Abnormality of the anterior chamber,HP:0000593,UMLS:C3152182|SNOMEDCT_US:204142009
Skin fragility with non-scarring blistering,,HP:0007585,UMLS:C1851562
Craniopharyngioma,,HP:0030062,UMLS:C0010276|SNOMEDCT_US:189179009|MSH:D003397|SNOMEDCT_US:40009002
Increased density of long bone diaphyses,Increased density of shaft of long bone,HP:0006440,UMLS:C1844516
Encephalitis,Brain inflammation,HP:0002383,UMLS:C0014038|SNOMEDCT_US:45170000|MSH:D004660
Histiocytosis,,HP:0100727,SNOMEDCT_US:65396000|UMLS:C0019618|MSH:D015614|SNOMEDCT_US:60657004
Upturned corners of mouth,Upturned corners of mouth|Upturned oral commisures|Upturned mouth,HP:0010805,UMLS:C3553471
Congenital defect of the pericardium,,HP:0011628,UMLS:C4023261
Goiter,Thyroid goitre|Goitre|Enlarged thyroid gland in neck|Thyroid goiter,HP:0000853,UMLS:C0018021|SNOMEDCT_US:3716002|MSH:D006042
Defective DNA repair after ultraviolet radiation damage,,HP:0003079,UMLS:C1968564
Proximal upper limb amyotrophy,Proximal muscle atrophy in upper limbs|Proximal upper limb muscle atrophy,HP:0008948,UMLS:C1866013
Aplasia/Hypoplasia of the nasal septum,Ageneis of nasal septum|Underdevelopment of nasal septum|Failure of development of nasal septum,HP:0009935,UMLS:C4024156
Bicarbonate-wasting renal tubular acidosis,HCO3-wasting renal tubular acidosis|Renal bicarbonate wasting,HP:0004910,UMLS:C1858626
Sparse upper eyelashes,Sparse upper eyelashes|Hypotrichosis of upper eyelashes|Partial absence of upper eyelashes,HP:0040050,UMLS:C4022468
Delayed tarsal ossification,Tarsal delayed ossification|Delayed ankle bone maturation,HP:0008103,UMLS:C1846853|UMLS:C4280418
Spurred ulnar metaphysis,,HP:0004046,UMLS:C4025418
Lytic defects of the humeral metaphysis,,HP:0003915,UMLS:C4025512
Abnormal pleura morphology,Abnormality of the pleura,HP:0002103,UMLS:C4025726
Aplasia/Hypoplasia of the 4th toe,Absent/underdeveloped 4th toe|Absent/small 4th toe,HP:0010337,UMLS:C4023895
Aplasia/Hypoplasia of the ear,Absent/underdeveloped ear|Absent/small ear,HP:0008771,UMLS:C4024627
Proportionate short stature,"Proportionate small stature|Short stature, proportionate",HP:0003508,UMLS:C0878660
Atrial cardiomyopathy,,HP:0200127,UMLS:C4021885
Tetralogy of Fallot with absent subarterial conus,,HP:0011676,UMLS:C4023236
Abnormal mitochondrial morphology,Abnormal mitochondrion morphology,HP:0008322,UMLS:C4014650
Gonadal tissue inappropriate for external genitalia or chromosomal sex,,HP:0003248,UMLS:C1860268
Descending aortic dissection,Type B aortic dissection,HP:0012499,UMLS:C4022878
Bracket epiphysis of the proximal phalanx of the 4th finger,Bracket proximal epiphysis of the ring finger|Bracket shaped end part of the innermost bone of the ring finger,HP:0009262,UMLS:C4021506
Left atrial isomerism,,HP:0011537,UMLS:C3178807|ICD-10:Q20.6|EPCC:03.01.05|MSH:D059446
Oligospermia,Low sperm count,HP:0000798,UMLS:C0028960|MSH:D009845
Split nail,Longitudinal splitting of nail,HP:0001809,UMLS:C0263530|SNOMEDCT_US:85136002
Broad thumb,Broad thumb|Wide/broad thumb phalanges|Broad phalanges of the thumb|Wide/broad thumb|Broad thumbs,HP:0011304,SNOMEDCT_US:249773003|UMLS:C0426891
Glycogen accumulation in muscle fiber lysosomes,Glycogen accumulation in muscle fibre lysosomes,HP:0030231,UMLS:C4022567
Sclerosis of 2nd toe phalanx,Sclerosis of the phalanges of the 2nd toe|Increased bone density in 2nd toe bone,HP:0100926,UMLS:C4020930
